elapsed (s),x-axis (g),y-axis (g),z-axis (g),x-axis (T),y-axis (T),z-axis (T),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx)
11.085,-0.064,-0.007,1.005,,,,0.122,0.122,0.244,
11.095,-0.065,-0.007,1.004,,,,0.183,0.122,0,
11.105,-0.065,-0.005,1.003,,,,0.244,0,-0.061,
11.114,-0.065,-0.006,1.005,,,,0.244,-0.244,0.061,
11.124,-0.064,-0.006,1.005,,,,0.305,-0.061,0,
11.135,-0.065,-0.006,1.004,,,,0.366,0.244,0,
11.145,-0.065,-0.005,1.005,,,,0.61,0,0.244,
11.154,-0.063,-0.007,1.003,,,,0.732,-0.061,0.061,
11.164,-0.064,-0.006,1.004,,,,0.244,0.122,0.244,
11.174,-0.065,-0.008,1.004,,,,0.305,0.122,0.061,
11.184,-0.066,-0.007,1.005,,,,0.366,0,-0.061,
11.195,-0.064,-0.006,1.004,,,,-0.427,0.061,0.183,
11.204,-0.065,-0.006,1.003,,,,-0.305,0.244,0.122,
11.214,-0.065,-0.004,1.005,,,,0,0.122,0.061,
11.224,-0.063,-0.004,1.004,,,,0.244,0.122,-0.061,
11.234,-0.064,-0.004,1.003,,,,0.122,-0.244,0.122,
11.243,-0.065,-0.005,1.006,,,,0.061,0.244,-0.061,
11.253,-0.064,-0.007,1.005,,,,0.305,0.183,0.244,
11.264,-0.063,-0.006,1.004,,,,0.366,0.183,-0.061,
11.274,-0.063,-0.006,1.003,,,,0.244,0.244,-0.122,
11.283,-0.066,-0.005,1.005,,,,0.305,0.122,0.183,
11.293,-0.067,-0.005,1.003,,,,0.061,0.366,0,
11.303,-0.064,-0.006,1.002,,,,-0.183,-0.183,0.122,
11.313,-0.064,-0.005,1.003,,,,-0.244,0.183,0,
11.322,-0.063,-0.004,1.006,,,,0.183,0.122,-0.061,
11.332,-0.064,-0.005,1.005,,,,-0.061,-0.061,0.183,
11.343,-0.064,-0.005,1.005,,,,-0.061,0,0.244,
11.353,-0.063,-0.006,1.007,,,,-0.122,0.122,-0.061,
11.362,-0.065,-0.006,1.006,,,,0,0.061,0.061,
11.372,-0.064,-0.005,1.005,,,,0.366,0.183,-0.122,
11.382,-0.064,-0.006,1.005,,,,0,0.061,0.061,
11.392,-0.065,-0.005,1.003,,,,0.061,0,0.183,
11.403,-0.065,-0.006,1.005,,,,-0.183,0.183,-0.122,
11.412,-0.065,-0.007,1.003,,,,-0.122,0.305,0.122,
11.422,-0.066,-0.007,1.003,,,,-0.305,0.061,0.061,
11.432,-0.064,-0.005,1.006,,,,-0.305,0.122,-0.122,
11.442,-0.064,-0.005,1.005,,,,0.061,0.061,0.183,
11.451,-0.065,-0.005,1.003,,,,0.366,0.244,0.061,
11.461,-0.064,-0.005,1.004,,,,0.183,0.183,0.183,
11.472,-0.063,-0.005,1.003,,,,-0.244,0,-0.183,
11.482,-0.064,-0.005,1.005,,,,0.183,-0.122,-0.122,
11.491,-0.064,-0.006,1.005,,,,0,0.122,-0.244,
11.501,-0.065,-0.006,1.004,,,,-0.061,0.244,-0.183,
11.511,-0.064,-0.005,1.003,,,,-0.488,-0.244,0,
11.521,-0.064,-0.006,1.004,,,,-0.244,0.244,-0.061,
11.53,-0.064,-0.005,1.004,,,,0.061,0.305,-0.061,
11.54,-0.064,-0.005,1.002,,,,0.183,0.366,0.305,
11.551,-0.064,-0.006,1.004,,,,0.122,0,0.061,
11.561,-0.065,-0.005,1.005,,,,0.122,0.122,0.244,
11.57,-0.065,-0.004,1.006,,,,0.244,0.305,0.061,
11.58,-0.064,-0.007,1.003,,,,0,0,-0.122,
11.59,-0.065,-0.006,1.005,,,,-0.244,-0.061,-0.061,
11.6,-0.064,-0.006,1.004,,,,-0.244,0.183,0,
11.611,-0.064,-0.006,1.004,,,,-0.427,0.122,-0.305,
11.62,-0.063,-0.007,1.005,,,,-0.366,0,0.183,
11.63,-0.064,-0.006,1.002,,,,-0.061,0,-0.183,
11.64,-0.065,-0.006,1.002,,,,-0.244,0.061,0.061,
11.65,-0.064,-0.005,1.002,,,,0,0.244,0.061,
11.659,-0.065,-0.006,1.003,,,,0,0.244,0,
11.669,-0.066,-0.007,1.005,,,,-0.366,0.061,-0.122,
11.68,-0.064,-0.007,1.005,,,,-1.037,0.061,-0.488,
11.69,-0.064,-0.005,1.003,,,,-0.488,0.183,0,
11.699,-0.064,-0.006,1.005,,,,-0.366,-0.183,-0.061,
11.709,-0.064,-0.007,1.004,,,,-0.244,-0.061,-0.305,
11.719,-0.063,-0.005,1.002,,,,0.183,0.122,0.183,
11.729,-0.065,-0.006,1.004,,,,0.732,-0.061,0.061,
11.738,-0.067,-0.005,1.005,,,,0.122,-0.122,0.183,
11.748,-0.064,-0.007,1.004,,,,0.305,0,-0.305,
11.759,-0.065,-0.007,1.004,,,,0,0.061,-0.061,
11.769,-0.063,-0.007,1.005,,,,-0.305,0.244,0.061,
11.778,-0.063,-0.006,1.004,,,,-0.366,0.122,-0.061,
11.788,-0.064,-0.006,1.004,,,,-0.122,0,0.061,
11.798,-0.066,-0.005,1.005,,,,-0.183,-0.122,-0.122,
11.808,-0.064,-0.004,1.005,,,,-0.122,0.122,0,
11.819,-0.064,-0.006,1.003,,,,0.244,0,0.061,
11.828,-0.065,-0.007,1.002,,,,0.122,0,-0.122,
11.838,-0.063,-0.007,1.003,,,,-0.305,0.122,0,
11.848,-0.065,-0.008,1.006,,,,0.244,0.244,0,
11.858,-0.065,-0.007,1.005,,,,-0.061,0.244,-0.183,
11.867,-0.064,-0.007,1.005,,,,-0.061,-0.122,-0.061,
11.877,-0.064,-0.008,1.004,,,,-0.244,0,0,
11.888,-0.065,-0.006,1.004,,,,0.122,0.122,-0.122,
11.898,-0.064,-0.007,1.004,,,,0.122,0.061,0,
11.907,-0.064,-0.006,1.005,,,,0.305,0,0.122,
11.917,-0.062,-0.006,1.006,,,,0.061,0,-0.183,
11.927,-0.064,-0.007,1.005,,,,0.427,-0.061,-0.061,
11.937,-0.063,-0.007,1.004,,,,-0.122,0.183,-0.183,
11.946,-0.064,-0.007,1.005,,,,-0.305,0.183,0.244,
11.956,-0.065,-0.007,1.003,,,,0.122,0.183,0.122,
11.967,-0.063,-0.006,1.003,,,,0.061,0,-0.061,
11.977,-0.064,-0.006,1.005,,,,-0.244,0.305,0.122,
11.986,-0.064,-0.005,1.003,,,,-0.305,0.183,-0.366,
11.996,-0.064,-0.006,1.004,,,,0.366,0,0.061,
12.006,-0.064,-0.007,1.003,,,,0.427,0.183,0.061,
12.017,-0.065,-0.006,1.004,,,,0.366,0,0.183,
12.027,-0.066,-0.007,1.006,,,,0.183,0.244,-0.061,
12.036,-0.065,-0.006,1.006,,,,0,0.183,-0.061,
12.046,-0.064,-0.007,1.005,,,,-0.244,0.122,0,
12.056,-0.063,-0.008,1.005,,,,-0.183,-0.061,0.061,
12.066,-0.063,-0.007,1.004,,,,0.122,0.305,0.244,
12.075,-0.065,-0.007,1.002,,,,0.305,0,0.305,
12.085,-0.065,-0.006,1.004,,,,0.244,0,0,
12.096,-0.064,-0.005,1.004,,,,-0.366,0.305,-0.305,
12.106,-0.065,-0.006,1.003,,,,-0.122,0.366,0.061,
12.115,-0.064,-0.008,1.005,,,,0.244,0.488,0,
12.125,-0.064,-0.007,1.004,,,,0.366,-0.122,-0.061,
12.135,-0.064,-0.007,1.003,,,,0.427,0.122,0.061,
12.145,-0.065,-0.005,1.006,,,,0,0.366,-0.061,
12.154,-0.064,-0.006,1.005,,,,-0.122,0.305,0.061,
12.164,-0.064,-0.007,1.004,,,,-0.122,0.244,0.183,
12.175,-0.063,-0.007,1.005,,,,0,0.183,0.183,
12.185,-0.062,-0.008,1.003,,,,0.305,-0.061,0,
12.194,-0.065,-0.008,1.004,,,,0.549,-0.122,0.122,
12.204,-0.065,-0.005,1.004,,,,0.549,0.183,0.061,
12.214,-0.064,-0.007,1.005,,,,0.305,0.122,0.122,
12.225,-0.064,-0.007,1.006,,,,0.183,0.305,0,
12.235,-0.063,-0.007,1.004,,,,-0.183,0.366,-0.061,
12.244,-0.065,-0.007,1.005,,,,-0.061,0.061,0.061,
12.254,-0.065,-0.004,1.004,,,,-0.244,0.427,-0.244,
12.264,-0.064,-0.005,1.004,,,,-0.122,-0.061,-0.122,
12.274,-0.066,-0.004,1.004,,,,0,-0.244,0.061,
12.283,-0.064,-0.005,1.005,,,,0.244,0.183,0,
12.293,-0.062,-0.005,1.005,,,,0.427,0.061,0.061,
12.304,-0.063,-0.005,1.004,,,,0.366,-0.183,-0.061,
12.314,-0.064,-0.006,1.005,,,,-0.183,0.305,-0.244,
12.323,-0.065,-0.007,1.004,,,,-0.122,-0.122,-0.122,
12.333,-0.064,-0.006,1.004,,,,-0.366,0.183,0.061,
12.343,-0.064,-0.004,1.005,,,,0.244,0.366,0.122,
12.353,-0.064,-0.005,1.003,,,,-0.427,-0.061,-0.061,
12.362,-0.065,-0.007,1.003,,,,-0.061,0,0.061,
12.372,-0.065,-0.006,1.005,,,,0.122,0.366,-0.061,
12.383,-0.064,-0.008,1.005,,,,0.183,0,-0.183,
12.393,-0.064,-0.007,1.005,,,,-0.488,0.366,0,
12.402,-0.065,-0.007,1.007,,,,-0.366,0,-0.061,
12.412,-0.064,-0.005,1.003,,,,-0.183,0.183,-0.061,
12.422,-0.064,-0.008,1.002,,,,-0.122,0.244,-0.122,
12.433,-0.063,-0.007,1.004,,,,0.061,0.122,0,
12.443,-0.065,-0.006,1.004,,,,-0.183,0,0,
12.452,-0.065,-0.006,1.002,,,,0.305,0,0.122,
12.462,-0.063,-0.006,1.005,,,,0.671,0.122,0,
12.472,-0.064,-0.006,1.007,,,,0.366,-0.122,0.122,
12.482,-0.064,-0.007,1.005,,,,0.183,0.366,-0.122,
12.491,-0.065,-0.006,1.005,,,,-0.183,0.305,0,
12.501,-0.064,-0.007,1.004,,,,-0.305,0.122,-0.061,
12.512,-0.063,-0.007,1.005,,,,-0.549,-0.061,-0.061,
12.522,-0.064,-0.007,1.004,,,,-0.671,0.366,-0.061,
12.532,-0.063,-0.008,1.004,,,,-1.22,0.488,0.183,
12.541,-0.064,-0.006,1.004,,,,-0.976,0.305,0,
12.551,-0.063,-0.006,1.006,,,,-0.61,0.061,-0.122,
12.561,-0.064,-0.006,1.003,,,,-0.183,0.366,0.122,
12.57,-0.065,-0.006,1.005,,,,0.366,0,0.061,
12.58,-0.065,-0.007,1.005,,,,0,0,0.122,
12.591,-0.062,-0.007,1.004,,,,0,0.488,-0.061,
12.601,-0.065,-0.007,1.004,,,,0.183,-0.061,0,
12.61,-0.064,-0.006,1.005,,,,0.366,0,0,
12.62,-0.064,-0.007,1.004,,,,-0.122,-0.122,-0.122,
12.63,-0.063,-0.008,1.004,,,,-0.183,0.122,0.183,
12.641,-0.065,-0.008,1.005,,,,-0.122,-0.061,-0.122,
12.651,-0.063,-0.007,1.005,,,,-0.244,-0.244,-0.061,
12.66,-0.064,-0.008,1.004,,,,-0.549,0.061,-0.183,
12.67,-0.065,-0.007,1.004,,,,-0.61,0.305,-0.122,
12.68,-0.063,-0.007,1.005,,,,-0.244,0.061,-0.244,
12.69,-0.066,-0.008,1.004,,,,0,0.122,-0.122,
12.699,-0.065,-0.006,1.002,,,,0.488,-0.061,0.244,
12.709,-0.064,-0.008,1.003,,,,0.305,0.183,0.122,
12.72,-0.063,-0.007,1.005,,,,0.61,-0.061,-0.061,
12.73,-0.064,-0.006,1.005,,,,0.915,-0.061,0.122,
12.739,-0.064,-0.008,1.006,,,,0.671,0,-0.183,
12.749,-0.063,-0.008,1.004,,,,0.061,0,0,
12.759,-0.065,-0.007,1.004,,,,-0.244,0.061,0,
12.769,-0.064,-0.008,1.003,,,,-0.061,0,-0.183,
12.778,-0.065,-0.007,1.005,,,,0.122,-0.061,-0.183,
12.788,-0.064,-0.006,1.003,,,,0.061,0.183,-0.183,
12.799,-0.064,-0.006,1.004,,,,-0.061,0.122,0.061,
12.809,-0.064,-0.007,1.004,,,,-0.061,0.305,0.183,
12.819,-0.064,-0.006,1.004,,,,-0.305,0.183,-0.061,
12.828,-0.065,-0.008,1.006,,,,-0.366,0.122,-0.183,
12.838,-0.065,-0.008,1.007,,,,-0.61,0.183,0,
12.849,-0.063,-0.007,1.004,,,,-0.305,0.305,-0.122,
12.859,-0.064,-0.008,1.005,,,,-0.366,0.244,-0.122,
12.868,-0.063,-0.008,1.004,,,,-0.671,0.488,0.061,
12.878,-0.064,-0.007,1.005,,,,-0.549,0.061,-0.122,
12.888,-0.065,-0.009,1.006,,,,-0.488,-0.061,0.244,
12.898,-0.066,-0.008,1.005,,,,-0.244,0.183,-0.122,
12.907,-0.063,-0.009,1.004,,,,-0.488,0.244,-0.122,
12.917,-0.064,-0.008,1.006,,,,-0.427,0,-0.061,
12.928,-0.064,-0.007,1.004,,,,-0.122,0.305,-0.061,
12.938,-0.063,-0.008,1.005,,,,0.183,0.061,0.061,
12.947,-0.065,-0.008,1.004,,,,0.366,0.244,0.122,
12.957,-0.066,-0.007,1.001,,,,0.366,0.305,0,
12.967,-0.063,-0.008,1.002,,,,0.488,-0.122,0,
12.977,-0.066,-0.009,1.004,,,,0.305,0.183,-0.122,
12.986,-0.066,-0.008,1.005,,,,0.122,0,0.122,
12.996,-0.065,-0.008,1.005,,,,0.183,0.061,-0.183,
13.007,-0.063,-0.009,1.004,,,,0.427,0.183,-0.061,
13.017,-0.064,-0.008,1.004,,,,0,0.122,-0.183,
13.027,-0.065,-0.006,1.005,,,,0.061,0.183,-0.244,
13.036,-0.066,-0.007,1.005,,,,0.488,0.366,0.305,
13.046,-0.066,-0.007,1.003,,,,0.793,0.122,0.122,
13.057,-0.066,-0.007,1.004,,,,0.305,0.061,0,
13.067,-0.064,-0.008,1.004,,,,0.366,0.122,-0.305,
13.076,-0.065,-0.008,1.003,,,,-0.061,0.427,-0.061,
13.086,-0.065,-0.009,1.004,,,,0.305,0,0.061,
13.096,-0.064,-0.008,1.004,,,,0.488,0.305,0.122,
13.106,-0.064,-0.007,1.003,,,,0.549,0.122,0,
13.115,-0.064,-0.007,1.005,,,,0.488,0.061,-0.122,
13.125,-0.065,-0.008,1.006,,,,0.549,-0.305,0.244,
13.136,-0.065,-0.008,1.005,,,,0.61,0.183,-0.061,
13.146,-0.064,-0.006,1.004,,,,0.305,0.183,0,
13.155,-0.064,-0.006,1.003,,,,0.122,0.488,0.122,
13.165,-0.064,-0.008,1.005,,,,-0.061,-0.061,-0.122,
13.175,-0.063,-0.008,1.004,,,,-0.427,0.305,-0.549,
13.185,-0.062,-0.007,1.005,,,,-0.183,-0.244,0.061,
13.194,-0.063,-0.008,1.003,,,,0.305,-0.122,0.305,
13.204,-0.064,-0.009,1.002,,,,0.183,-0.061,0.122,
13.215,-0.065,-0.006,1.003,,,,0.122,0.061,-0.122,
13.225,-0.065,-0.007,1.006,,,,0.244,0.305,-0.061,
13.235,-0.065,-0.009,1.005,,,,0.122,0.122,0.061,
13.246,-0.063,-0.009,1.003,,,,-0.061,-0.183,0.061,
13.254,-0.063,-0.007,1.005,,,,-0.244,0.244,-0.122,
13.265,-0.064,-0.008,1.005,,,,0.061,0.061,-0.122,
13.275,-0.064,-0.006,1.005,,,,-0.183,0.305,-0.244,
13.284,-0.064,-0.008,1.006,,,,-0.183,0.122,0.122,
13.294,-0.063,-0.006,1.004,,,,0.366,0.244,0,
13.304,-0.063,-0.007,1.003,,,,-0.122,0.427,-0.183,
13.314,-0.065,-0.007,1.003,,,,0,0.122,0.183,
13.323,-0.066,-0.007,1.003,,,,-0.305,0.244,-0.061,
13.333,-0.064,-0.007,1.003,,,,0.305,0.183,0,
13.344,-0.064,-0.007,1.003,,,,0.183,0.122,0.183,
13.354,-0.065,-0.006,1.005,,,,0.183,-0.122,-0.061,
13.363,-0.063,-0.006,1.004,,,,0,0.183,-0.122,
13.373,-0.064,-0.007,1.004,,,,-0.549,0.122,-0.061,
13.383,-0.062,-0.006,1.003,,,,-0.122,-0.061,-0.122,
13.393,-0.065,-0.005,1.004,,,,0.183,0.244,-0.061,
13.402,-0.064,-0.005,1.006,,,,0.366,0.061,-0.061,
13.413,-0.065,-0.007,1.005,,,,-0.183,-0.061,0,
13.423,-0.065,-0.008,1.005,,,,0.122,0.305,0.122,
13.433,-0.063,-0.008,1.005,,,,0.305,0.122,0.061,
13.443,-0.064,-0.007,1.005,,,,0.061,0.244,-0.183,
13.452,-0.066,-0.006,1.003,,,,-0.122,0.244,-0.061,
13.462,-0.064,-0.009,1.005,,,,0.244,0.244,-0.488,
13.473,-0.064,-0.008,1.003,,,,-0.183,0.366,-0.183,
13.483,-0.062,-0.007,1.001,,,,-0.305,0.122,-0.244,
13.492,-0.063,-0.007,1.005,,,,-0.305,-0.122,0.122,
13.502,-0.064,-0.006,1.005,,,,0.061,-0.061,0.061,
13.512,-0.064,-0.007,1.006,,,,0.244,-0.061,-0.183,
13.522,-0.065,-0.006,1.004,,,,0.732,0.061,0.183,
13.531,-0.065,-0.005,1.003,,,,0.183,0.366,0.061,
13.541,-0.065,-0.007,1.004,,,,0,0.122,0.183,
13.552,-0.063,-0.007,1.005,,,,0,0.305,-0.122,
13.562,-0.064,-0.007,1.004,,,,0.183,0.366,-0.183,
13.571,-0.065,-0.007,1.004,,,,0.305,0.122,0.366,
13.581,-0.065,-0.006,1.004,,,,0.061,0.305,0,
13.591,-0.064,-0.007,1.001,,,,-0.061,-0.183,-0.122,
13.601,-0.065,-0.006,1.004,,,,0.061,-0.061,-0.061,
13.61,-0.065,-0.007,1.005,,,,-0.244,0.244,-0.122,
13.621,-0.064,-0.007,1.005,,,,0,0,-0.122,
13.631,-0.063,-0.007,1.004,,,,0.305,0.244,-0.061,
13.641,-0.065,-0.005,1.005,,,,0.183,0.244,0,
13.651,-0.064,-0.006,1.005,,,,0.366,0,0.122,
13.66,-0.063,-0.005,1.007,,,,0.549,0.061,0.183,
13.67,-0.064,-0.006,1.006,,,,0.793,0,0.183,
13.681,-0.065,-0.005,1.003,,,,0.732,0.244,-0.061,
13.691,-0.062,-0.005,1.003,,,,0.183,0.061,-0.061,
13.7,-0.063,-0.008,1.004,,,,-0.244,0.183,0.122,
13.71,-0.064,-0.007,1.003,,,,-0.305,0.122,-0.061,
13.72,-0.064,-0.006,1.004,,,,-0.305,0,-0.183,
13.73,-0.064,-0.007,1.002,,,,0,0.061,0.122,
13.739,-0.064,-0.006,1.003,,,,-0.061,0.305,-0.061,
13.749,-0.066,-0.007,1.004,,,,-0.061,0.061,-0.183,
13.76,-0.064,-0.007,1.005,,,,-0.122,0.305,0.122,
13.77,-0.064,-0.006,1.007,,,,-0.183,0.122,0.061,
13.779,-0.063,-0.006,1.006,,,,0.366,0.305,-0.244,
13.789,-0.063,-0.007,1.003,,,,0.183,-0.061,0.061,
13.799,-0.063,-0.006,1.003,,,,-0.244,0.183,-0.061,
13.809,-0.063,-0.008,1.005,,,,-0.183,0,-0.183,
13.818,-0.064,-0.007,1.004,,,,0.183,-0.061,0.122,
13.829,-0.065,-0.006,1.002,,,,-0.122,0.122,-0.122,
13.839,-0.064,-0.008,1.002,,,,0,0.122,0,
13.849,-0.064,-0.007,1.003,,,,-0.244,0.366,-0.122,
13.859,-0.065,-0.008,1.006,,,,-0.122,0.183,0,
13.868,-0.065,-0.004,1.005,,,,-0.183,-0.061,0,
13.878,-0.064,-0.005,1.005,,,,0,0.061,0.183,
13.889,-0.064,-0.006,1.005,,,,0.305,-0.244,0.122,
13.899,-0.063,-0.006,1.004,,,,0,0.183,-0.061,
13.908,-0.065,-0.006,1.003,,,,0.244,0.122,-0.183,
13.918,-0.064,-0.007,1.004,,,,0.183,0.427,-0.244,
13.928,-0.064,-0.006,1.003,,,,0.061,0.061,0.183,
13.938,-0.064,-0.005,1.004,,,,0.427,0.488,-0.061,
13.947,-0.064,-0.007,1.005,,,,0.671,0,0.183,
13.957,-0.065,-0.007,1.005,,,,0.671,0.122,0.305,
13.968,-0.063,-0.007,1.003,,,,0.427,0.122,0.122,
13.978,-0.064,-0.006,1.004,,,,0.732,0,0.244,
13.987,-0.063,-0.008,1.006,,,,0.183,-0.061,0.183,
13.997,-0.063,-0.007,1.006,,,,-0.366,0.305,-0.244,
14.007,-0.064,-0.006,1.005,,,,-0.061,0,-0.183,
14.017,-0.064,-0.006,1.003,,,,-0.244,0.061,0,
14.026,-0.063,-0.007,1.003,,,,-0.549,-0.122,-0.122,
14.037,-0.065,-0.006,1.004,,,,-0.427,0.305,-0.061,
14.047,-0.063,-0.005,1.005,,,,-0.244,0.183,-0.122,
14.057,-0.063,-0.006,1.005,,,,-0.061,0.061,0.183,
14.067,-0.064,-0.006,1.005,,,,0.366,-0.061,-0.305,
14.076,-0.064,-0.006,1.003,,,,0.61,0.061,-0.122,
14.086,-0.064,-0.007,1.004,,,,0.427,0.427,0.061,
14.097,-0.064,-0.006,1.004,,,,0,-0.061,-0.183,
14.107,-0.065,-0.006,1.005,,,,-0.183,-0.244,-0.122,
14.116,-0.063,-0.007,1.004,,,,0.122,0.061,0.244,
14.126,-0.064,-0.005,1.003,,,,0,0.122,0,
14.136,-0.064,-0.004,1.003,,,,-0.183,0.061,-0.244,
14.146,-0.064,-0.005,1.006,,,,0.061,0.183,-0.061,
14.155,-0.065,-0.006,1.003,,,,0.305,0,0.061,
14.165,-0.063,-0.006,1.004,,,,0.427,0.305,0,
14.176,-0.064,-0.005,1.004,,,,0.244,0.122,0,
14.186,-0.065,-0.006,1.004,,,,0.183,0.244,0.183,
14.195,-0.065,-0.006,1.003,,,,0.244,0.305,-0.244,
14.205,-0.063,-0.007,1.004,,,,0.61,0.305,0.183,
14.215,-0.065,-0.006,1.005,,,,0.488,0,-0.122,
14.225,-0.065,-0.006,1.002,,,,0.244,0,0.061,
14.236,-0.064,-0.006,1.004,,,,-0.061,-0.061,0.122,
14.245,-0.065,-0.007,1.006,,,,-0.183,0.183,0,
14.255,-0.065,-0.005,1.006,,,,0.305,0.122,0.244,
14.265,-0.064,-0.005,1.004,,,,0.427,-0.061,-0.061,
14.275,-0.065,-0.005,1.006,,,,0.793,0.122,0.061,
14.284,-0.064,-0.005,1.005,,,,0,0.244,-0.061,
14.294,-0.064,-0.007,1.003,,,,-0.366,0.061,-0.244,
14.305,-0.062,-0.007,1.001,,,,-0.427,0.427,-0.122,
14.315,-0.063,-0.005,1.003,,,,-0.305,0.305,-0.122,
14.324,-0.063,-0.005,1.006,,,,-0.427,0.244,0,
14.334,-0.063,-0.004,1.006,,,,0,0.061,-0.122,
14.344,-0.064,-0.005,1.005,,,,0.061,0.122,0.183,
14.354,-0.063,-0.005,1.004,,,,-0.305,0.183,0,
14.363,-0.063,-0.006,1.006,,,,0.244,0.122,-0.122,
14.373,-0.064,-0.006,1.005,,,,0.061,0.244,0,
14.384,-0.064,-0.004,1.005,,,,-0.061,0.305,0,
14.394,-0.065,-0.006,1.003,,,,0,0.183,-0.244,
14.403,-0.065,-0.006,1.002,,,,-0.244,0.305,0.061,
14.413,-0.062,-0.006,1.003,,,,-0.061,0.183,-0.244,
14.423,-0.064,-0.005,1.003,,,,-0.183,0.366,-0.244,
14.433,-0.063,-0.006,1.005,,,,-0.122,0.305,-0.183,
14.442,-0.063,-0.005,1.006,,,,0.061,0.122,0,
14.453,-0.063,-0.005,1.006,,,,0.244,0.122,0.122,
14.463,-0.064,-0.005,1.005,,,,-0.061,0.244,-0.061,
14.473,-0.064,-0.005,1.004,,,,0.427,-0.061,-0.061,
14.483,-0.063,-0.007,1.003,,,,0.061,0.183,-0.305,
14.492,-0.065,-0.007,1.005,,,,-0.122,-0.061,0,
14.502,-0.065,-0.005,1.004,,,,0.183,0.061,0.061,
14.513,-0.063,-0.005,1.004,,,,0.488,0.244,-0.305,
14.523,-0.062,-0.005,1.005,,,,0,0.183,0.061,
14.532,-0.064,-0.004,1.003,,,,0.366,0.183,0.061,
14.542,-0.065,-0.005,1.004,,,,0,0.061,0.183,
14.552,-0.063,-0.006,1.006,,,,-0.122,0.305,0.061,
14.562,-0.065,-0.006,1.005,,,,0.244,0.427,-0.061,
14.571,-0.065,-0.006,1.004,,,,0.488,-0.061,0.061,
14.581,-0.065,-0.005,1.003,,,,-0.366,0.061,0,
14.592,-0.065,-0.006,1.004,,,,-0.427,0.305,-0.061,
14.602,-0.063,-0.005,1.005,,,,-0.244,0,-0.061,
14.611,-0.063,-0.005,1.004,,,,0,-0.122,-0.244,
14.621,-0.064,-0.005,1.004,,,,0.061,0.122,-0.061,
14.631,-0.064,-0.005,1.003,,,,0,-0.244,0.061,
14.642,-0.063,-0.005,1.007,,,,-0.366,0.244,-0.122,
14.652,-0.063,-0.006,1.004,,,,-0.427,0.122,-0.122,
14.661,-0.063,-0.006,1.005,,,,0.244,-0.122,0.122,
14.671,-0.064,-0.007,1.004,,,,0.366,0.183,0,
14.681,-0.064,-0.006,1.005,,,,0.427,0.061,-0.061,
14.691,-0.066,-0.006,1.002,,,,0.244,0.305,0.122,
14.7,-0.064,-0.005,1.003,,,,0.244,0.244,-0.061,
14.71,-0.064,-0.007,1.005,,,,0.122,0,-0.061,
14.721,-0.064,-0.005,1.006,,,,-0.671,0.305,-0.183,
14.731,-0.065,-0.005,1.005,,,,-0.305,0.061,-0.061,
14.74,-0.064,-0.006,1.004,,,,0.061,0.244,-0.061,
14.75,-0.064,-0.006,1.005,,,,-0.183,-0.061,0.061,
14.76,-0.065,-0.005,1.005,,,,0.305,-0.061,0.122,
14.77,-0.064,-0.006,1.005,,,,0.244,0.305,-0.061,
14.779,-0.065,-0.007,1.003,,,,0.305,0.061,0.122,
14.789,-0.065,-0.006,1.004,,,,0.366,0.061,0.305,
14.8,-0.064,-0.005,1.005,,,,0.183,0.061,0,
14.81,-0.063,-0.006,1.003,,,,0.061,0.305,-0.122,
14.819,-0.063,-0.004,1.004,,,,-0.244,0.183,-0.061,
14.829,-0.064,-0.005,1.004,,,,-0.366,0.305,-0.122,
14.839,-0.066,-0.005,1.005,,,,-0.366,0.122,-0.061,
14.85,-0.063,-0.006,1.002,,,,-0.305,0.061,-0.122,
14.86,-0.064,-0.007,1.004,,,,0.122,-0.122,-0.122,
14.869,-0.063,-0.006,1.004,,,,0.061,0.061,-0.061,
14.879,-0.064,-0.005,1.005,,,,0.183,0.244,-0.305,
14.889,-0.065,-0.007,1.005,,,,0.183,0.061,0.061,
14.899,-0.064,-0.006,1.005,,,,0.183,0.183,0.061,
14.908,-0.064,-0.005,1.005,,,,-0.183,0.061,-0.061,
14.918,-0.065,-0.007,1.003,,,,-0.061,0.305,-0.061,
14.929,-0.064,-0.006,1.003,,,,-0.183,0.61,0.305,
14.939,-0.063,-0.004,1.004,,,,0.122,0.244,0,
14.948,-0.063,-0.006,1.003,,,,0.122,0,0.061,
14.958,-0.064,-0.006,1.004,,,,-0.122,0.244,0,
14.968,-0.065,-0.006,1.004,,,,-0.305,0.061,0.061,
14.978,-0.064,-0.005,1.005,,,,-0.305,0.183,-0.061,
14.987,-0.064,-0.006,1.005,,,,-0.305,0.305,0.122,
14.997,-0.064,-0.005,1.004,,,,0.061,0.061,0,
15.008,-0.065,-0.005,1.002,,,,-0.122,0.244,0.183,
15.018,-0.064,-0.006,1.006,,,,0.183,0.061,0.122,
15.027,-0.064,-0.006,1.005,,,,0.549,0.305,0.061,
15.037,-0.065,-0.007,1.004,,,,0.549,0.183,-0.122,
15.047,-0.064,-0.008,1.004,,,,0.305,0.122,0.305,
15.058,-0.064,-0.006,1.003,,,,0.488,0.061,0.061,
15.068,-0.066,-0.007,1.005,,,,0.183,0.061,0.244,
15.077,-0.064,-0.004,1.004,,,,-0.244,0.183,0.061,
15.087,-0.065,-0.004,1.004,,,,-0.061,0.183,-0.183,
